,Unnamed: 0,isEmpty,peek,calledMethod,isEmpty_p,calledMethod_p,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
13042,30272,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@53ac845a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13043,30275,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@344426bf""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13044,30278,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5411dd90""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
13045,30280,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5411dd90""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
13046,30281,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@290aeb20""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
13047,30284,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@17b64941""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13048,30287,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3cee53dc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13049,30289,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3cee53dc""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
13050,30306,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3fdecce""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13051,30315,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5136207f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13052,30318,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5411dd90""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13053,30321,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@290aeb20""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13054,30335,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6fd5717c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13055,30336,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7e2f86e6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13056,30337,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6fd5717c""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
13057,30341,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7e2f86e6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13058,30346,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7ce9e05a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13059,30351,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4992613f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13060,30355,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7e2f86e6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
13061,30358,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@289fdb08""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13062,30360,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@289fdb08""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
13063,30362,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7a231dfd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13064,30365,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1fde4f40""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13065,30372,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@11a00961""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13066,30376,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2b61a019""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13067,30380,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@11a00961""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
13068,30383,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@49cf9028""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13069,30389,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1fde4f40""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13070,30396,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@30814f43""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13071,30412,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2257fadf""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13072,30415,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7144655b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13073,30419,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3c6aa04a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13074,30425,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3c6aa04a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13075,30428,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5c82cd4f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13076,30430,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7144655b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
13077,30435,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@35835e65""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13078,30446,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@345cf395""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13079,30448,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@bc4d5e1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
13080,30460,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1c504e66""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13081,30468,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@17740dae""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13082,30473,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@bc4d5e1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13083,30481,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6ee8dcd3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
13084,30485,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1aa99005""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13085,30488,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@592238c5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13086,30489,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6ee8dcd3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13087,30490,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@592238c5""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
13088,30497,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6ee8dcd3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13089,30503,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@33b082c5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13090,30506,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1cc9cfb2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13091,30516,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@14379273""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13092,30527,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3bead518""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13093,30529,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@46d9aec8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13094,30536,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@14bf57b2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13095,30543,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@16073fa8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13096,30551,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3cd59ef5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13097,30553,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@cfbc8e8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13098,30555,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7918c7f8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13099,30558,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a20b94b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13100,30561,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@14f3c6fc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13101,30563,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@14f3c6fc""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
13102,30567,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5cdf39b2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13103,30570,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5cdf39b2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
13104,30573,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3cd59ef5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13105,30581,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@64c4c01""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13106,30584,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@79d743e6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13107,30590,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@776802b0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13108,30598,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2b56f5f8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13109,30601,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f3fcd59""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13110,30611,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f3fcd59""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
13111,30622,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@610df783""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13112,30625,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f3fcd59""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13113,30629,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@64c4c01""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13114,30633,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@47ec7422""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13115,30636,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@dcc6211""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13116,30640,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@62b969c4""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13117,30642,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@62b969c4""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
13118,30649,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4441d567""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13119,30659,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3e1624c7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13120,30662,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7cb2651f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13121,30665,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4441d567""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13122,30668,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1f387978""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13123,30670,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@48535004""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
13124,30674,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7cb2651f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13125,30683,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1a28aef1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13126,30687,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@359b650b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
13127,30690,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4647881c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
